Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees
2013,Albania,"Syrian Arab Rep.",ALB,SYR,0
2013,Algeria,"Syrian Arab Rep.",DZA,SYR,0
2013,Egypt,"Syrian Arab Rep.",EGY,SYR,131659
2013,Argentina,"Syrian Arab Rep.",ARG,SYR,159
2013,Armenia,"Syrian Arab Rep.",ARM,SYR,11090
2013,Australia,"Syrian Arab Rep.",AUS,SYR,265
2013,Austria,"Syrian Arab Rep.",AUT,SYR,2748
2013,Azerbaijan,"Syrian Arab Rep.",AZE,SYR,9
2013,Belgium,"Syrian Arab Rep.",BEL,SYR,1987
2013,Belarus,"Syrian Arab Rep.",BLR,SYR,35
2013,"Bolivia (Plurinational State of)","Syrian Arab Rep.",BOL,SYR,5
2013,Brazil,"Syrian Arab Rep.",BRA,SYR,333
2013,"Bosnia and Herzegovina","Syrian Arab Rep.",BIH,SYR,48
2013,Bulgaria,"Syrian Arab Rep.",BGR,SYR,2104
2013,Canada,"Syrian Arab Rep.",CAN,SYR,592
2013,Chad,"Syrian Arab Rep.",TCD,SYR,15
2013,Chile,"Syrian Arab Rep.",CHL,SYR,5
2013,Cameroon,"Syrian Arab Rep.",CMR,SYR,0
2013,"Costa Rica","Syrian Arab Rep.",CRI,SYR,0
2013,Cuba,"Syrian Arab Rep.",CUB,SYR,24
2013,Cyprus,"Syrian Arab Rep.",CYP,SYR,316
2013,Czechia,"Syrian Arab Rep.",CZE,SYR,149
2013,Denmark,"Syrian Arab Rep.",DNK,SYR,3271
2013,"Dominican Rep.","Syrian Arab Rep.",DOM,SYR,5
2013,Ecuador,"Syrian Arab Rep.",ECU,SYR,11
2013,Estonia,"Syrian Arab Rep.",EST,SYR,0
2013,Finland,"Syrian Arab Rep.",FIN,SYR,352
2013,France,"Syrian Arab Rep.",FRA,SYR,1474
2013,"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",GBR,SYR,3169
2013,Georgia,"Syrian Arab Rep.",GEO,SYR,516
2013,Germany,"Syrian Arab Rep.",DEU,SYR,21253
2013,Ghana,"Syrian Arab Rep.",GHA,SYR,0
2013,Greece,"Syrian Arab Rep.",GRC,SYR,195
2013,Croatia,"Syrian Arab Rep.",HRV,SYR,22
2013,Hungary,"Syrian Arab Rep.",HUN,SYR,141
2013,Iceland,"Syrian Arab Rep.",ISL,SYR,7
2013,"Cote d'Ivoire","Syrian Arab Rep.",CIV,SYR,0
2013,India,"Syrian Arab Rep.",IND,SYR,18
2013,Indonesia,"Syrian Arab Rep.",IDN,SYR,36
2013,Ireland,"Syrian Arab Rep.",IRL,SYR,71
2013,Iraq,"Syrian Arab Rep.",IRQ,SYR,212809
2013,Italy,"Syrian Arab Rep.",ITA,SYR,840
2013,Jordan,"Syrian Arab Rep.",JOR,SYR,585304
2013,Japan,"Syrian Arab Rep.",JPN,SYR,26
2013,Kazakhstan,"Syrian Arab Rep.",KAZ,SYR,7
2013,Kyrgyzstan,"Syrian Arab Rep.",KGZ,SYR,14
2013,"Rep. of Korea","Syrian Arab Rep.",KOR,SYR,0
2013,Kuwait,"Syrian Arab Rep.",KWT,SYR,13
2013,Liberia,"Syrian Arab Rep.",LBR,SYR,0
2013,Libya,"Syrian Arab Rep.",LBY,SYR,16796
2013,Lebanon,"Syrian Arab Rep.",LBN,SYR,851284
2013,Lithuania,"Syrian Arab Rep.",LTU,SYR,18
2013,Luxembourg,"Syrian Arab Rep.",LUX,SYR,5
2013,Latvia,"Syrian Arab Rep.",LVA,SYR,33
2013,Mauritania,"Syrian Arab Rep.",MRT,SYR,5
2013,"North Macedonia","Syrian Arab Rep.",MKD,SYR,0
2013,"Rep. of Moldova","Syrian Arab Rep.",MDA,SYR,139
2013,Mexico,"Syrian Arab Rep.",MEX,SYR,13
2013,Malaysia,"Syrian Arab Rep.",MYS,SYR,101
2013,Montenegro,"Syrian Arab Rep.",MNE,SYR,0
2013,Mongolia,"Syrian Arab Rep.",MNG,SYR,0
2013,Morocco,"Syrian Arab Rep.",MAR,SYR,856
2013,Malta,"Syrian Arab Rep.",MLT,SYR,776
2013,"Netherlands (Kingdom of the)","Syrian Arab Rep.",NLD,SYR,3404
2013,Niger,"Syrian Arab Rep.",NER,SYR,6
2013,Nigeria,"Syrian Arab Rep.",NGA,SYR,9
2013,Norway,"Syrian Arab Rep.",NOR,SYR,1311
2013,"New Zealand","Syrian Arab Rep.",NZL,SYR,43
2013,Oman,"Syrian Arab Rep.",OMN,SYR,7
2013,Pakistan,"Syrian Arab Rep.",PAK,SYR,13
2013,Peru,"Syrian Arab Rep.",PER,SYR,5
2013,Philippines,"Syrian Arab Rep.",PHL,SYR,7
2013,Poland,"Syrian Arab Rep.",POL,SYR,108
2013,Portugal,"Syrian Arab Rep.",PRT,SYR,14
2013,Qatar,"Syrian Arab Rep.",QAT,SYR,8
2013,Romania,"Syrian Arab Rep.",ROU,SYR,932
2013,"South Africa","Syrian Arab Rep.",ZAF,SYR,8
2013,"Russian Federation","Syrian Arab Rep.",RUS,SYR,1163
2013,"Saudi Arabia","Syrian Arab Rep.",SAU,SYR,14
2013,Senegal,"Syrian Arab Rep.",SEN,SYR,0
2013,Somalia,"Syrian Arab Rep.",SOM,SYR,0
2013,Spain,"Syrian Arab Rep.",ESP,SYR,180
2013,"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",SRB,SYR,5
2013,Sudan,"Syrian Arab Rep.",SDN,SYR,84
2013,Slovakia,"Syrian Arab Rep.",SVK,SYR,26
2013,Slovenia,"Syrian Arab Rep.",SVN,SYR,9
2013,Sweden,"Syrian Arab Rep.",SWE,SYR,17984
2013,Switzerland,"Syrian Arab Rep.",CHE,SYR,2012
2013,"Syrian Arab Rep.","Syrian Arab Rep.",SYR,SYR,0
2013,"United Rep. of Tanzania","Syrian Arab Rep.",TZA,SYR,0
2013,Thailand,"Syrian Arab Rep.",THA,SYR,44
2013,Tunisia,"Syrian Arab Rep.",TUN,SYR,164
2013,Türkiye,"Syrian Arab Rep.",TUR,SYR,585601
2013,"United Arab Emirates","Syrian Arab Rep.",ARE,SYR,16
2013,Uganda,"Syrian Arab Rep.",UGA,SYR,0
2013,Ukraine,"Syrian Arab Rep.",UKR,SYR,167
2013,"United States of America","Syrian Arab Rep.",USA,SYR,3802
2013,Yemen,"Syrian Arab Rep.",YEM,SYR,54
2013,Zambia,"Syrian Arab Rep.",ZMB,SYR,0
2014,Albania,"Syrian Arab Rep.",ALB,SYR,5
2014,Algeria,"Syrian Arab Rep.",DZA,SYR,0
2014,Egypt,"Syrian Arab Rep.",EGY,SYR,138381
2014,Argentina,"Syrian Arab Rep.",ARG,SYR,233
2014,Armenia,"Syrian Arab Rep.",ARM,SYR,14994
2014,Australia,"Syrian Arab Rep.",AUS,SYR,302
2014,Austria,"Syrian Arab Rep.",AUT,SYR,6653
2014,Azerbaijan,"Syrian Arab Rep.",AZE,SYR,7
2014,Belgium,"Syrian Arab Rep.",BEL,SYR,2620
2014,Belarus,"Syrian Arab Rep.",BLR,SYR,72
2014,"Bolivia (Plurinational State of)","Syrian Arab Rep.",BOL,SYR,6
2014,Brazil,"Syrian Arab Rep.",BRA,SYR,1739
2014,"Bosnia and Herzegovina","Syrian Arab Rep.",BIH,SYR,25
2014,Bulgaria,"Syrian Arab Rep.",BGR,SYR,8501
2014,Canada,"Syrian Arab Rep.",CAN,SYR,705
2014,"Central African Rep.","Syrian Arab Rep.",CAF,SYR,0
2014,Chad,"Syrian Arab Rep.",TCD,SYR,15
2014,China,"Syrian Arab Rep.",CHN,SYR,5
2014,Chile,"Syrian Arab Rep.",CHL,SYR,6
2014,Cameroon,"Syrian Arab Rep.",CMR,SYR,0
2014,Colombia,"Syrian Arab Rep.",COL,SYR,5
2014,"Costa Rica","Syrian Arab Rep.",CRI,SYR,5
2014,Cuba,"Syrian Arab Rep.",CUB,SYR,20
2014,Cyprus,"Syrian Arab Rep.",CYP,SYR,1451
2014,Czechia,"Syrian Arab Rep.",CZE,SYR,236
2014,Denmark,"Syrian Arab Rep.",DNK,SYR,7253
2014,Djibouti,"Syrian Arab Rep.",DJI,SYR,0
2014,Ecuador,"Syrian Arab Rep.",ECU,SYR,13
2014,Estonia,"Syrian Arab Rep.",EST,SYR,6
2014,Ethiopia,"Syrian Arab Rep.",ETH,SYR,0
2014,Finland,"Syrian Arab Rep.",FIN,SYR,438
2014,France,"Syrian Arab Rep.",FRA,SYR,2882
2014,"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",GBR,SYR,4573
2014,Georgia,"Syrian Arab Rep.",GEO,SYR,471
2014,Germany,"Syrian Arab Rep.",DEU,SYR,40994
2014,Ghana,"Syrian Arab Rep.",GHA,SYR,5
2014,Greece,"Syrian Arab Rep.",GRC,SYR,3913
2014,Croatia,"Syrian Arab Rep.",HRV,SYR,22
2014,Hungary,"Syrian Arab Rep.",HUN,SYR,334
2014,Iceland,"Syrian Arab Rep.",ISL,SYR,7
2014,"Cote d'Ivoire","Syrian Arab Rep.",CIV,SYR,5
2014,India,"Syrian Arab Rep.",IND,SYR,27
2014,Indonesia,"Syrian Arab Rep.",IDN,SYR,43
2014,Ireland,"Syrian Arab Rep.",IRL,SYR,176
2014,Iraq,"Syrian Arab Rep.",IRQ,SYR,234196
2014,Italy,"Syrian Arab Rep.",ITA,SYR,1144
2014,Jamaica,"Syrian Arab Rep.",JAM,SYR,5
2014,Jordan,"Syrian Arab Rep.",JOR,SYR,623112
2014,Japan,"Syrian Arab Rep.",JPN,SYR,41
2014,Kazakhstan,"Syrian Arab Rep.",KAZ,SYR,14
2014,Kenya,"Syrian Arab Rep.",KEN,SYR,0
2014,Kyrgyzstan,"Syrian Arab Rep.",KGZ,SYR,56
2014,"Rep. of Korea","Syrian Arab Rep.",KOR,SYR,503
2014,Kuwait,"Syrian Arab Rep.",KWT,SYR,15
2014,Liberia,"Syrian Arab Rep.",LBR,SYR,6
2014,Libya,"Syrian Arab Rep.",LBY,SYR,18653
2014,Lebanon,"Syrian Arab Rep.",LBN,SYR,1147494
2014,Liechtenstein,"Syrian Arab Rep.",LIE,SYR,5
2014,"Sri Lanka","Syrian Arab Rep.",LKA,SYR,5
2014,Lithuania,"Syrian Arab Rep.",LTU,SYR,20
2014,Luxembourg,"Syrian Arab Rep.",LUX,SYR,59
2014,Latvia,"Syrian Arab Rep.",LVA,SYR,52
2014,Mauritania,"Syrian Arab Rep.",MRT,SYR,41
2014,"North Macedonia","Syrian Arab Rep.",MKD,SYR,11
2014,"Rep. of Moldova","Syrian Arab Rep.",MDA,SYR,186
2014,Mexico,"Syrian Arab Rep.",MEX,SYR,13
2014,Mali,"Syrian Arab Rep.",MLI,SYR,16
2014,Malaysia,"Syrian Arab Rep.",MYS,SYR,447
2014,Montenegro,"Syrian Arab Rep.",MNE,SYR,0
2014,Mongolia,"Syrian Arab Rep.",MNG,SYR,5
2014,Morocco,"Syrian Arab Rep.",MAR,SYR,647
2014,Malta,"Syrian Arab Rep.",MLT,SYR,1047
2014,"Netherlands (Kingdom of the)","Syrian Arab Rep.",NLD,SYR,8692
2014,Niger,"Syrian Arab Rep.",NER,SYR,6
2014,Nigeria,"Syrian Arab Rep.",NGA,SYR,11
2014,Norway,"Syrian Arab Rep.",NOR,SYR,2568
2014,Nauru,"Syrian Arab Rep.",NRU,SYR,0
2014,"New Zealand","Syrian Arab Rep.",NZL,SYR,48
2014,Oman,"Syrian Arab Rep.",OMN,SYR,7
2014,Pakistan,"Syrian Arab Rep.",PAK,SYR,16
2014,Paraguay,"Syrian Arab Rep.",PRY,SYR,7
2014,Peru,"Syrian Arab Rep.",PER,SYR,20
2014,Philippines,"Syrian Arab Rep.",PHL,SYR,19
2014,Poland,"Syrian Arab Rep.",POL,SYR,240
2014,Portugal,"Syrian Arab Rep.",PRT,SYR,15
2014,Qatar,"Syrian Arab Rep.",QAT,SYR,14
2014,Romania,"Syrian Arab Rep.",ROU,SYR,1278
2014,"South Africa","Syrian Arab Rep.",ZAF,SYR,28
2014,"Russian Federation","Syrian Arab Rep.",RUS,SYR,1927
2014,"Saudi Arabia","Syrian Arab Rep.",SAU,SYR,18
2014,Senegal,"Syrian Arab Rep.",SEN,SYR,0
2014,Somalia,"Syrian Arab Rep.",SOM,SYR,0
2014,Spain,"Syrian Arab Rep.",ESP,SYR,1336
2014,"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",SRB,SYR,6
2014,Sudan,"Syrian Arab Rep.",SDN,SYR,797
2014,Slovakia,"Syrian Arab Rep.",SVK,SYR,40
2014,Slovenia,"Syrian Arab Rep.",SVN,SYR,20
2014,Sweden,"Syrian Arab Rep.",SWE,SYR,34285
2014,Switzerland,"Syrian Arab Rep.",CHE,SYR,5161
2014,"Syrian Arab Rep.","Syrian Arab Rep.",SYR,SYR,0
2014,Thailand,"Syrian Arab Rep.",THA,SYR,82
2014,Togo,"Syrian Arab Rep.",TGO,SYR,0
2014,"Trinidad and Tobago","Syrian Arab Rep.",TTO,SYR,8
2014,Tunisia,"Syrian Arab Rep.",TUN,SYR,558
2014,Türkiye,"Syrian Arab Rep.",TUR,SYR,1557899
2014,"United Arab Emirates","Syrian Arab Rep.",ARE,SYR,28
2014,Uganda,"Syrian Arab Rep.",UGA,SYR,0
2014,Ukraine,"Syrian Arab Rep.",UKR,SYR,341
2014,Uruguay,"Syrian Arab Rep.",URY,SYR,48
2014,"United States of America","Syrian Arab Rep.",USA,SYR,4750
2014,Yemen,"Syrian Arab Rep.",YEM,SYR,2276
2014,Zambia,"Syrian Arab Rep.",ZMB,SYR,0
2015,Albania,"Syrian Arab Rep.",ALB,SYR,5
2015,Algeria,"Syrian Arab Rep.",DZA,SYR,0
2015,"Antigua and Barbuda","Syrian Arab Rep.",ATG,SYR,15
2015,Egypt,"Syrian Arab Rep.",EGY,SYR,117635
2015,Argentina,"Syrian Arab Rep.",ARG,SYR,276
2015,Armenia,"Syrian Arab Rep.",ARM,SYR,16611
2015,Australia,"Syrian Arab Rep.",AUS,SYR,301
2015,Austria,"Syrian Arab Rep.",AUT,SYR,14894
2015,Azerbaijan,"Syrian Arab Rep.",AZE,SYR,8
2015,Belgium,"Syrian Arab Rep.",BEL,SYR,4239
2015,Belarus,"Syrian Arab Rep.",BLR,SYR,138
2015,"Bolivia (Plurinational State of)","Syrian Arab Rep.",BOL,SYR,7
2015,Brazil,"Syrian Arab Rep.",BRA,SYR,2271
2015,"Bosnia and Herzegovina","Syrian Arab Rep.",BIH,SYR,14
2015,Bulgaria,"Syrian Arab Rep.",BGR,SYR,13819
2015,Canada,"Syrian Arab Rep.",CAN,SYR,1513
2015,"Central African Rep.","Syrian Arab Rep.",CAF,SYR,0
2015,Chad,"Syrian Arab Rep.",TCD,SYR,6
2015,China,"Syrian Arab Rep.",CHN,SYR,14
2015,Chile,"Syrian Arab Rep.",CHL,SYR,13
2015,Cameroon,"Syrian Arab Rep.",CMR,SYR,15
2015,Congo,"Syrian Arab Rep.",COG,SYR,5
2015,"Dem. Rep. of the Congo","Syrian Arab Rep.",COD,SYR,7
2015,Colombia,"Syrian Arab Rep.",COL,SYR,7
2015,"Costa Rica","Syrian Arab Rep.",CRI,SYR,8
2015,Cuba,"Syrian Arab Rep.",CUB,SYR,41
2015,"Curacao ","Syrian Arab Rep.",CUW,SYR,0
2015,Cyprus,"Syrian Arab Rep.",CYP,SYR,3110
2015,Czechia,"Syrian Arab Rep.",CZE,SYR,365
2015,Denmark,"Syrian Arab Rep.",DNK,SYR,12988
2015,Djibouti,"Syrian Arab Rep.",DJI,SYR,5
2015,Ecuador,"Syrian Arab Rep.",ECU,SYR,17
2015,Estonia,"Syrian Arab Rep.",EST,SYR,6
2015,Ethiopia,"Syrian Arab Rep.",ETH,SYR,9
2015,Finland,"Syrian Arab Rep.",FIN,SYR,565
2015,France,"Syrian Arab Rep.",FRA,SYR,5179
2015,"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",GBR,SYR,6496
2015,Georgia,"Syrian Arab Rep.",GEO,SYR,475
2015,Germany,"Syrian Arab Rep.",DEU,SYR,115604
2015,Ghana,"Syrian Arab Rep.",GHA,SYR,47
2015,Greece,"Syrian Arab Rep.",GRC,SYR,9101
2015,Croatia,"Syrian Arab Rep.",HRV,SYR,23
2015,Hungary,"Syrian Arab Rep.",HUN,SYR,476
2015,Iceland,"Syrian Arab Rep.",ISL,SYR,37
2015,"Cote d'Ivoire","Syrian Arab Rep.",CIV,SYR,20
2015,India,"Syrian Arab Rep.",IND,SYR,41
2015,Indonesia,"Syrian Arab Rep.",IDN,SYR,61
2015,Ireland,"Syrian Arab Rep.",IRL,SYR,109
2015,Iraq,"Syrian Arab Rep.",IRQ,SYR,244642
2015,Italy,"Syrian Arab Rep.",ITA,SYR,1460
2015,Jamaica,"Syrian Arab Rep.",JAM,SYR,5
2015,Jordan,"Syrian Arab Rep.",JOR,SYR,628223
2015,Japan,"Syrian Arab Rep.",JPN,SYR,59
2015,Kazakhstan,"Syrian Arab Rep.",KAZ,SYR,23
2015,Kenya,"Syrian Arab Rep.",KEN,SYR,9
2015,Kyrgyzstan,"Syrian Arab Rep.",KGZ,SYR,55
2015,"Rep. of Korea","Syrian Arab Rep.",KOR,SYR,646
2015,Kuwait,"Syrian Arab Rep.",KWT,SYR,14
2015,Liberia,"Syrian Arab Rep.",LBR,SYR,6
2015,Libya,"Syrian Arab Rep.",LBY,SYR,97
2015,Lebanon,"Syrian Arab Rep.",LBN,SYR,1062690
2015,Liechtenstein,"Syrian Arab Rep.",LIE,SYR,23
2015,"Sri Lanka","Syrian Arab Rep.",LKA,SYR,5
2015,Lithuania,"Syrian Arab Rep.",LTU,SYR,23
2015,Luxembourg,"Syrian Arab Rep.",LUX,SYR,177
2015,Latvia,"Syrian Arab Rep.",LVA,SYR,65
2015,Mauritania,"Syrian Arab Rep.",MRT,SYR,215
2015,"North Macedonia","Syrian Arab Rep.",MKD,SYR,13
2015,"Rep. of Moldova","Syrian Arab Rep.",MDA,SYR,206
2015,Mexico,"Syrian Arab Rep.",MEX,SYR,18
2015,Mali,"Syrian Arab Rep.",MLI,SYR,82
2015,Malaysia,"Syrian Arab Rep.",MYS,SYR,473
2015,Morocco,"Syrian Arab Rep.",MAR,SYR,2619
2015,Malta,"Syrian Arab Rep.",MLT,SYR,1328
2015,"Netherlands (Kingdom of the)","Syrian Arab Rep.",NLD,SYR,16184
2015,Niger,"Syrian Arab Rep.",NER,SYR,6
2015,Nigeria,"Syrian Arab Rep.",NGA,SYR,32
2015,Norway,"Syrian Arab Rep.",NOR,SYR,4121
2015,Nauru,"Syrian Arab Rep.",NRU,SYR,0
2015,"New Zealand","Syrian Arab Rep.",NZL,SYR,52
2015,Oman,"Syrian Arab Rep.",OMN,SYR,7
2015,Pakistan,"Syrian Arab Rep.",PAK,SYR,16
2015,Paraguay,"Syrian Arab Rep.",PRY,SYR,30
2015,Peru,"Syrian Arab Rep.",PER,SYR,29
2015,Philippines,"Syrian Arab Rep.",PHL,SYR,36
2015,Poland,"Syrian Arab Rep.",POL,SYR,445
2015,Portugal,"Syrian Arab Rep.",PRT,SYR,17
2015,Qatar,"Syrian Arab Rep.",QAT,SYR,14
2015,Romania,"Syrian Arab Rep.",ROU,SYR,1591
2015,"South Africa","Syrian Arab Rep.",ZAF,SYR,31
2015,"Russian Federation","Syrian Arab Rep.",RUS,SYR,1304
2015,"El Salvador","Syrian Arab Rep.",SLV,SYR,5
2015,"Saudi Arabia","Syrian Arab Rep.",SAU,SYR,9
2015,Senegal,"Syrian Arab Rep.",SEN,SYR,0
2015,Somalia,"Syrian Arab Rep.",SOM,SYR,24
2015,Spain,"Syrian Arab Rep.",ESP,SYR,1992
2015,"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",SRB,SYR,11
2015,Sudan,"Syrian Arab Rep.",SDN,SYR,2692
2015,Slovakia,"Syrian Arab Rep.",SVK,SYR,47
2015,Slovenia,"Syrian Arab Rep.",SVN,SYR,30
2015,Sweden,"Syrian Arab Rep.",SWE,SYR,52707
2015,Switzerland,"Syrian Arab Rep.",CHE,SYR,8695
2015,"Sint Maarten (Dutch part)","Syrian Arab Rep.",SXM,SYR,0
2015,"Syrian Arab Rep.","Syrian Arab Rep.",SYR,SYR,0
2015,Thailand,"Syrian Arab Rep.",THA,SYR,95
2015,Togo,"Syrian Arab Rep.",TGO,SYR,5
2015,"Trinidad and Tobago","Syrian Arab Rep.",TTO,SYR,22
2015,Tunisia,"Syrian Arab Rep.",TUN,SYR,499
2015,Türkiye,"Syrian Arab Rep.",TUR,SYR,2503549
2015,"United Arab Emirates","Syrian Arab Rep.",ARE,SYR,36
2015,Uganda,"Syrian Arab Rep.",UGA,SYR,6
2015,Ukraine,"Syrian Arab Rep.",UKR,SYR,399
2015,Uruguay,"Syrian Arab Rep.",URY,SYR,58
2015,"United States of America","Syrian Arab Rep.",USA,SYR,5651
2015,Yemen,"Syrian Arab Rep.",YEM,SYR,3011
2015,Zambia,"Syrian Arab Rep.",ZMB,SYR,6
2015,Zimbabwe,"Syrian Arab Rep.",ZWE,SYR,0
2016,Albania,"Syrian Arab Rep.",ALB,SYR,5
2016,Algeria,"Syrian Arab Rep.",DZA,SYR,0
2016,"Antigua and Barbuda","Syrian Arab Rep.",ATG,SYR,5
2016,Egypt,"Syrian Arab Rep.",EGY,SYR,116013
2016,Argentina,"Syrian Arab Rep.",ARG,SYR,357
2016,Armenia,"Syrian Arab Rep.",ARM,SYR,14626
2016,Australia,"Syrian Arab Rep.",AUS,SYR,378
2016,Austria,"Syrian Arab Rep.",AUT,SYR,30958
2016,Azerbaijan,"Syrian Arab Rep.",AZE,SYR,15
2016,Belgium,"Syrian Arab Rep.",BEL,SYR,9080
2016,Benin,"Syrian Arab Rep.",BEN,SYR,0
2016,Belarus,"Syrian Arab Rep.",BLR,SYR,77
2016,"Bolivia (Plurinational State of)","Syrian Arab Rep.",BOL,SYR,13
2016,Brazil,"Syrian Arab Rep.",BRA,SYR,2591
2016,"Bosnia and Herzegovina","Syrian Arab Rep.",BIH,SYR,15
2016,Bulgaria,"Syrian Arab Rep.",BGR,SYR,15027
2016,Canada,"Syrian Arab Rep.",CAN,SYR,2757
2016,Chad,"Syrian Arab Rep.",TCD,SYR,17
2016,China,"Syrian Arab Rep.",CHN,SYR,20
2016,Chile,"Syrian Arab Rep.",CHL,SYR,18
2016,Cameroon,"Syrian Arab Rep.",CMR,SYR,23
2016,Congo,"Syrian Arab Rep.",COG,SYR,5
2016,"Dem. Rep. of the Congo","Syrian Arab Rep.",COD,SYR,11
2016,Colombia,"Syrian Arab Rep.",COL,SYR,8
2016,"Costa Rica","Syrian Arab Rep.",CRI,SYR,8
2016,Cuba,"Syrian Arab Rep.",CUB,SYR,39
2016,Cyprus,"Syrian Arab Rep.",CYP,SYR,4263
2016,Czechia,"Syrian Arab Rep.",CZE,SYR,365
2016,Denmark,"Syrian Arab Rep.",DNK,SYR,18215
2016,Djibouti,"Syrian Arab Rep.",DJI,SYR,13
2016,"Dominican Rep.","Syrian Arab Rep.",DOM,SYR,0
2016,Estonia,"Syrian Arab Rep.",EST,SYR,76
2016,Ethiopia,"Syrian Arab Rep.",ETH,SYR,9
2016,Finland,"Syrian Arab Rep.",FIN,SYR,1677
2016,France,"Syrian Arab Rep.",FRA,SYR,8991
2016,"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",GBR,SYR,8269
2016,Georgia,"Syrian Arab Rep.",GEO,SYR,425
2016,Germany,"Syrian Arab Rep.",DEU,SYR,375122
2016,Ghana,"Syrian Arab Rep.",GHA,SYR,8
2016,Guinea-Bissau,"Syrian Arab Rep.",GNB,SYR,0
2016,Greece,"Syrian Arab Rep.",GRC,SYR,14420
2016,Croatia,"Syrian Arab Rep.",HRV,SYR,60
2016,Hungary,"Syrian Arab Rep.",HUN,SYR,584
2016,Iceland,"Syrian Arab Rep.",ISL,SYR,37
2016,"Cote d'Ivoire","Syrian Arab Rep.",CIV,SYR,5
2016,India,"Syrian Arab Rep.",IND,SYR,65
2016,Indonesia,"Syrian Arab Rep.",IDN,SYR,30
2016,Ireland,"Syrian Arab Rep.",IRL,SYR,243
2016,Iraq,"Syrian Arab Rep.",IRQ,SYR,230836
2016,Italy,"Syrian Arab Rep.",ITA,SYR,2613
2016,Jamaica,"Syrian Arab Rep.",JAM,SYR,5
2016,Jordan,"Syrian Arab Rep.",JOR,SYR,648836
2016,Japan,"Syrian Arab Rep.",JPN,SYR,61
2016,Kazakhstan,"Syrian Arab Rep.",KAZ,SYR,19
2016,Kenya,"Syrian Arab Rep.",KEN,SYR,0
2016,Kyrgyzstan,"Syrian Arab Rep.",KGZ,SYR,66
2016,"Rep. of Korea","Syrian Arab Rep.",KOR,SYR,876
2016,Kuwait,"Syrian Arab Rep.",KWT,SYR,50
2016,Liberia,"Syrian Arab Rep.",LBR,SYR,6
2016,Libya,"Syrian Arab Rep.",LBY,SYR,142
2016,Lebanon,"Syrian Arab Rep.",LBN,SYR,1005503
2016,Liechtenstein,"Syrian Arab Rep.",LIE,SYR,23
2016,"Sri Lanka","Syrian Arab Rep.",LKA,SYR,8
2016,Lithuania,"Syrian Arab Rep.",LTU,SYR,161
2016,Luxembourg,"Syrian Arab Rep.",LUX,SYR,686
2016,Latvia,"Syrian Arab Rep.",LVA,SYR,143
2016,Mauritania,"Syrian Arab Rep.",MRT,SYR,417
2016,"North Macedonia","Syrian Arab Rep.",MKD,SYR,13
2016,"Rep. of Moldova","Syrian Arab Rep.",MDA,SYR,218
2016,Mexico,"Syrian Arab Rep.",MEX,SYR,23
2016,Mali,"Syrian Arab Rep.",MLI,SYR,11
2016,Malaysia,"Syrian Arab Rep.",MYS,SYR,458
2016,Montenegro,"Syrian Arab Rep.",MNE,SYR,10
2016,Morocco,"Syrian Arab Rep.",MAR,SYR,3242
2016,Malta,"Syrian Arab Rep.",MLT,SYR,1668
2016,Mauritius,"Syrian Arab Rep.",MUS,SYR,0
2016,"Netherlands (Kingdom of the)","Syrian Arab Rep.",NLD,SYR,28394
2016,Niger,"Syrian Arab Rep.",NER,SYR,7
2016,Nigeria,"Syrian Arab Rep.",NGA,SYR,88
2016,Norway,"Syrian Arab Rep.",NOR,SYR,11537
2016,Nauru,"Syrian Arab Rep.",NRU,SYR,0
2016,"New Zealand","Syrian Arab Rep.",NZL,SYR,61
2016,Oman,"Syrian Arab Rep.",OMN,SYR,7
2016,Pakistan,"Syrian Arab Rep.",PAK,SYR,13
2016,Paraguay,"Syrian Arab Rep.",PRY,SYR,51
2016,Peru,"Syrian Arab Rep.",PER,SYR,32
2016,Philippines,"Syrian Arab Rep.",PHL,SYR,51
2016,Poland,"Syrian Arab Rep.",POL,SYR,483
2016,Portugal,"Syrian Arab Rep.",PRT,SYR,82
2016,Qatar,"Syrian Arab Rep.",QAT,SYR,32
2016,Romania,"Syrian Arab Rep.",ROU,SYR,1775
2016,"South Africa","Syrian Arab Rep.",ZAF,SYR,44
2016,"Russian Federation","Syrian Arab Rep.",RUS,SYR,1319
2016,"El Salvador","Syrian Arab Rep.",SLV,SYR,5
2016,"Saudi Arabia","Syrian Arab Rep.",SAU,SYR,19
2016,Senegal,"Syrian Arab Rep.",SEN,SYR,0
2016,Somalia,"Syrian Arab Rep.",SOM,SYR,145
2016,Spain,"Syrian Arab Rep.",ESP,SYR,8205
2016,"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",SRB,SYR,747
2016,"South Sudan","Syrian Arab Rep.",SSD,SYR,5
2016,Sudan,"Syrian Arab Rep.",SDN,SYR,6997
2016,Slovakia,"Syrian Arab Rep.",SVK,SYR,54
